0.781  1.408               -308.8999529670453512
0.781  1.409               -308.8999016991178337
0.781  1.410               -308.8998309272207621

0.782  1.408               -308.8999948807376086
0.782  1.409               -308.8999727020465116
0.782  1.410               -308.8999308457139819

0.783  1.408               -308.8999515959571909
0.783  1.409               -308.8999692183797379
0.783  1.410               -308.8999565927902040
