   1.00000000 -308.89995297 
   2.00000000 -308.89990170 
   3.00000000 -308.89983093 
   4.00000000 -308.89999488 
   5.00000000 -308.89997270 
   6.00000000 -308.89993085 
   7.00000000 -308.89995160 
   8.00000000 -308.89996922 
   9.00000000 -308.89995659 
