0.781  1.408               -308.9669379324656688
0.781  1.409               -308.9669359414631913
0.781  1.410               -308.9669045883574086

0.782  1.408               -308.9670555964295318
0.782  1.409               -308.9670827370389929
0.782  1.410               -308.9670820242464515

0.783  1.408               -308.9671010304411993
0.783  1.409               -308.9671576312189245
0.783  1.410               -308.9671840621772390
