   1.00000000 -308.89918678 
   2.00000000 -308.89914649 
   3.00000000 -308.89907653 
   4.00000000 -308.89923269 
   5.00000000 -308.89922160 
   6.00000000 -308.89917708 
   7.00000000 -308.89920033 
   8.00000000 -308.89921877 
   9.00000000 -308.89920694 
